report_id,zone_id,timestamp,category,time_window,description_stub,status
REP00001,Z03,2026-03-20T14:13:31Z,traffic,morning(06-09),Report of traffic noise in Z03 during morning(06-09). (Synthetic; no personal data),invalid
REP00401,Z07,2025-10-06T01:37:00Z,other,day(09-17),Report of other noise in Z07 during day(09-17). (Synthetic; no personal data),invalid
REP00402,Z10,2025-10-06T01:54:00Z,music,evening(17-22),Report of music noise in Z10 during evening(17-22). (Synthetic; no personal data),under_review
REP00403,Z04,2025-10-06T02:11:00Z,neighbours,evening(17-22),Report of neighbours noise in Z04 during evening(17-22). (Synthetic; no personal data),invalid
REP00404,Z02,2025-10-06T02:28:00Z,construction,day(09-17),Report of construction noise in Z02 during day(09-17). (Synthetic; no personal data),under_review
REP00405,Z01,2025-10-06T02:45:00Z,construction,day(09-17),Report of construction noise in Z01 during day(09-17). (Synthetic; no personal data),valid
REP00406,Z12,2025-10-06T03:02:00Z,machinery,morning(06-09),Report of machinery noise in Z12 during morning(06-09). (Synthetic; no personal data),duplicate
REP00407,Z11,2025-10-06T03:19:00Z,machinery,late(22-24),Report of machinery noise in Z11 during late(22-24). (Synthetic; no personal data),under_review
REP00408,Z08,2025-10-06T03:36:00Z,construction,evening(17-22),Report of construction noise in Z08 during evening(17-22). (Synthetic; no personal data),valid
REP00409,Z09,2025-10-06T03:53:00Z,neighbours,late(22-24),Report of neighbours noise in Z09 during late(22-24). (Synthetic; no personal data),under_review
REP00410,Z09,2025-10-06T04:10:00Z,machinery,night(00-06),Report of machinery noise in Z09 during night(00-06). (Synthetic; no personal data),valid
REP00411,Z06,2025-10-06T04:27:00Z,other,late(22-24),Report of other noise in Z06 during late(22-24). (Synthetic; no personal data),under_review
REP00412,Z06,2025-10-06T04:44:00Z,music,late(22-24),Report of music noise in Z06 during late(22-24). (Synthetic; no personal data),under_review
REP00413,Z01,2025-10-06T05:01:00Z,music,late(22-24),Report of music noise in Z01 during late(22-24). (Synthetic; no personal data),under_review
REP00414,Z12,2025-10-06T05:18:00Z,machinery,morning(06-09),Report of machinery noise in Z12 during morning(06-09). (Synthetic; no personal data),valid
REP00415,Z11,2025-10-06T05:35:00Z,machinery,night(00-06),Report of machinery noise in Z11 during night(00-06). (Synthetic; no personal data),valid
REP00416,Z09,2025-10-06T05:52:00Z,traffic,day(09-17),Report of traffic noise in Z09 during day(09-17). (Synthetic; no personal data),under_review
REP00417,Z08,2025-10-06T06:09:00Z,machinery,morning(06-09),Report of machinery noise in Z08 during morning(06-09). (Synthetic; no personal data),under_review
REP00418,Z12,2025-10-06T06:26:00Z,music,day(09-17),Report of music noise in Z12 during day(09-17). (Synthetic; no personal data),under_review
REP00419,Z05,2025-10-06T06:43:00Z,music,night(00-06),Report of music noise in Z05 during night(00-06). (Synthetic; no personal data),duplicate
REP00420,Z04,2025-10-06T07:00:00Z,traffic,morning(06-09),Report of traffic noise in Z04 during morning(06-09). (Synthetic; no personal data),under_review
REP00421,Z11,2025-10-06T07:17:00Z,neighbours,evening(17-22),Report of neighbours noise in Z11 during evening(17-22). (Synthetic; no personal data),under_review
REP00422,Z09,2025-10-06T07:34:00Z,neighbours,late(22-24),Report of neighbours noise in Z09 during late(22-24). (Synthetic; no personal data),valid
REP00423,Z12,2025-10-06T07:51:00Z,neighbours,night(00-06),Report of neighbours noise in Z12 during night(00-06). (Synthetic; no personal data),under_review
REP00424,Z01,2025-10-06T08:08:00Z,traffic,morning(06-09),Report of traffic noise in Z01 during morning(06-09). (Synthetic; no personal data),invalid
REP00425,Z03,2025-10-06T08:25:00Z,construction,morning(06-09),Report of construction noise in Z03 during morning(06-09). (Synthetic; no personal data),valid
REP00426,Z10,2025-10-06T08:42:00Z,music,morning(06-09),Report of music noise in Z10 during morning(06-09). (Synthetic; no personal data),under_review
REP00427,Z06,2025-10-06T08:59:00Z,other,night(00-06),Report of other noise in Z06 during night(00-06). (Synthetic; no personal data),duplicate
REP00428,Z07,2025-10-06T09:16:00Z,music,day(09-17),Report of music noise in Z07 during day(09-17). (Synthetic; no personal data),under_review
REP00429,Z06,2025-10-06T09:33:00Z,machinery,evening(17-22),Report of machinery noise in Z06 during evening(17-22). (Synthetic; no personal data),under_review
REP00430,Z08,2025-10-06T09:50:00Z,other,late(22-24),Report of other noise in Z08 during late(22-24). (Synthetic; no personal data),under_review
REP00431,Z03,2025-10-06T10:07:00Z,construction,day(09-17),Report of construction noise in Z03 during day(09-17). (Synthetic; no personal data),under_review
REP00432,Z04,2025-10-06T10:24:00Z,machinery,late(22-24),Report of machinery noise in Z04 during late(22-24). (Synthetic; no personal data),under_review
REP00433,Z05,2025-10-06T10:41:00Z,neighbours,day(09-17),Report of neighbours noise in Z05 during day(09-17). (Synthetic; no personal data),valid
REP00434,Z11,2025-10-06T10:58:00Z,construction,night(00-06),Report of construction noise in Z11 during night(00-06). (Synthetic; no personal data),invalid
REP00435,Z10,2025-10-06T11:15:00Z,music,night(00-06),Report of music noise in Z10 during night(00-06). (Synthetic; no personal data),duplicate
REP00436,Z05,2025-10-06T11:32:00Z,neighbours,morning(06-09),Report of neighbours noise in Z05 during morning(06-09). (Synthetic; no personal data),under_review
REP00437,Z04,2025-10-06T11:49:00Z,other,evening(17-22),Report of other noise in Z04 during evening(17-22). (Synthetic; no personal data),under_review
REP00438,Z12,2025-10-06T12:06:00Z,machinery,day(09-17),Report of machinery noise in Z12 during day(09-17). (Synthetic; no personal data),duplicate
REP00439,Z10,2025-10-06T12:23:00Z,construction,morning(06-09),Report of construction noise in Z10 during morning(06-09). (Synthetic; no personal data),valid
REP00440,Z04,2025-10-06T12:40:00Z,music,day(09-17),Report of music noise in Z04 during day(09-17). (Synthetic; no personal data),valid
REP00441,Z06,2025-10-06T12:57:00Z,machinery,day(09-17),Report of machinery noise in Z06 during day(09-17). (Synthetic; no personal data),under_review
REP00442,Z07,2025-10-06T13:14:00Z,music,day(09-17),Report of music noise in Z07 during day(09-17). (Synthetic; no personal data),under_review
REP00443,Z08,2025-10-06T13:31:00Z,traffic,late(22-24),Report of traffic noise in Z08 during late(22-24). (Synthetic; no personal data),under_review
REP00444,Z01,2025-10-06T13:48:00Z,other,night(00-06),Report of other noise in Z01 during night(00-06). (Synthetic; no personal data),invalid
REP00445,Z10,2025-10-06T14:05:00Z,traffic,evening(17-22),Report of traffic noise in Z10 during evening(17-22). (Synthetic; no personal data),invalid
REP00446,Z06,2025-10-06T14:22:00Z,neighbours,night(00-06),Report of neighbours noise in Z06 during night(00-06). (Synthetic; no personal data),invalid
REP00447,Z08,2025-10-06T14:39:00Z,music,late(22-24),Report of music noise in Z08 during late(22-24). (Synthetic; no personal data),under_review
REP00448,Z05,2025-10-06T14:56:00Z,music,evening(17-22),Report of music noise in Z05 during evening(17-22). (Synthetic; no personal data),under_review
REP00449,Z07,2025-10-06T15:13:00Z,neighbours,night(00-06),Report of neighbours noise in Z07 during night(00-06). (Synthetic; no personal data),valid
REP00450,Z05,2025-10-06T15:30:00Z,machinery,morning(06-09),Report of machinery noise in Z05 during morning(06-09). (Synthetic; no personal data),duplicate
REP00451,Z02,2025-10-06T15:47:00Z,music,day(09-17),Report of music noise in Z02 during day(09-17). (Synthetic; no personal data),under_review
REP00452,Z05,2025-10-06T16:04:00Z,machinery,late(22-24),Report of machinery noise in Z05 during late(22-24). (Synthetic; no personal data),under_review
REP00453,Z03,2025-10-06T16:21:00Z,other,evening(17-22),Report of other noise in Z03 during evening(17-22). (Synthetic; no personal data),under_review
REP00454,Z02,2025-10-06T16:38:00Z,other,night(00-06),Report of other noise in Z02 during night(00-06). (Synthetic; no personal data),valid
REP00455,Z07,2025-10-06T16:55:00Z,neighbours,late(22-24),Report of neighbours noise in Z07 during late(22-24). (Synthetic; no personal data),under_review
REP00456,Z09,2025-10-06T17:12:00Z,machinery,evening(17-22),Report of machinery noise in Z09 during evening(17-22). (Synthetic; no personal data),duplicate
REP00457,Z12,2025-10-06T17:29:00Z,neighbours,evening(17-22),Report of neighbours noise in Z12 during evening(17-22). (Synthetic; no personal data),under_review
REP00458,Z12,2025-10-06T17:46:00Z,traffic,late(22-24),Report of traffic noise in Z12 during late(22-24). (Synthetic; no personal data),under_review
REP00459,Z02,2025-10-06T18:03:00Z,neighbours,day(09-17),Report of neighbours noise in Z02 during day(09-17). (Synthetic; no personal data),under_review
REP00460,Z02,2025-10-06T18:20:00Z,traffic,morning(06-09),Report of traffic noise in Z02 during morning(06-09). (Synthetic; no personal data),under_review
REP00461,Z07,2025-10-06T18:37:00Z,other,day(09-17),Report of other noise in Z07 during day(09-17). (Synthetic; no personal data),invalid
REP00462,Z03,2025-10-06T18:54:00Z,construction,night(00-06),Report of construction noise in Z03 during night(00-06). (Synthetic; no personal data),valid
REP00463,Z02,2025-10-06T19:11:00Z,machinery,evening(17-22),Report of machinery noise in Z02 during evening(17-22). (Synthetic; no personal data),valid
REP00464,Z04,2025-10-06T19:28:00Z,construction,night(00-06),Report of construction noise in Z04 during night(00-06). (Synthetic; no personal data),valid
REP00465,Z08,2025-10-06T19:45:00Z,machinery,evening(17-22),Report of machinery noise in Z08 during evening(17-22). (Synthetic; no personal data),under_review
REP00466,Z04,2025-10-06T20:02:00Z,traffic,late(22-24),Report of traffic noise in Z04 during late(22-24). (Synthetic; no personal data),under_review
REP00467,Z01,2025-10-06T20:19:00Z,neighbours,night(00-06),Report of neighbours noise in Z01 during night(00-06). (Synthetic; no personal data),invalid
REP00468,Z12,2025-10-06T20:36:00Z,neighbours,morning(06-09),Report of neighbours noise in Z12 during morning(06-09). (Synthetic; no personal data),duplicate
REP00469,Z09,2025-10-06T20:53:00Z,machinery,night(00-06),Report of machinery noise in Z09 during night(00-06). (Synthetic; no personal data),duplicate
REP00470,Z08,2025-10-06T21:10:00Z,machinery,day(09-17),Report of machinery noise in Z08 during day(09-17). (Synthetic; no personal data),under_review
REP00471,Z01,2025-10-06T21:27:00Z,other,morning(06-09),Report of other noise in Z01 during morning(06-09). (Synthetic; no personal data),valid
REP00472,Z06,2025-10-06T21:44:00Z,machinery,day(09-17),Report of machinery noise in Z06 during day(09-17). (Synthetic; no personal data),valid
REP00473,Z02,2025-10-06T22:01:00Z,other,night(00-06),Report of other noise in Z02 during night(00-06). (Synthetic; no personal data),duplicate
REP00474,Z02,2025-10-06T22:18:00Z,neighbours,day(09-17),Report of neighbours noise in Z02 during day(09-17). (Synthetic; no personal data),under_review
REP00475,Z07,2025-10-06T22:35:00Z,music,night(00-06),Report of music noise in Z07 during night(00-06). (Synthetic; no personal data),duplicate
REP00476,Z07,2025-10-06T22:52:00Z,traffic,night(00-06),Report of traffic noise in Z07 during night(00-06). (Synthetic; no personal data),invalid
REP00477,Z02,2025-10-06T23:09:00Z,other,day(09-17),Report of other noise in Z02 during day(09-17). (Synthetic; no personal data),valid
REP00478,Z01,2025-10-06T23:26:00Z,music,morning(06-09),Report of music noise in Z01 during morning(06-09). (Synthetic; no personal data),under_review
REP00479,Z07,2025-10-06T23:43:00Z,other,late(22-24),Report of other noise in Z07 during late(22-24). (Synthetic; no personal data),under_review
REP00480,Z06,2025-10-07T00:00:00Z,neighbours,day(09-17),Report of neighbours noise in Z06 during day(09-17). (Synthetic; no personal data),invalid
REP00481,Z08,2025-10-07T00:17:00Z,neighbours,evening(17-22),Report of neighbours noise in Z08 during evening(17-22). (Synthetic; no personal data),under_review
REP00482,Z10,2025-10-07T00:34:00Z,construction,day(09-17),Report of construction noise in Z10 during day(09-17). (Synthetic; no personal data),under_review
REP00483,Z02,2025-10-07T00:51:00Z,neighbours,late(22-24),Report of neighbours noise in Z02 during late(22-24). (Synthetic; no personal data),under_review
REP00484,Z01,2025-10-07T01:08:00Z,machinery,day(09-17),Report of machinery noise in Z01 during day(09-17). (Synthetic; no personal data),valid
REP00485,Z12,2025-10-07T01:25:00Z,machinery,day(09-17),Report of machinery noise in Z12 during day(09-17). (Synthetic; no personal data),under_review
REP00486,Z09,2025-10-07T01:42:00Z,neighbours,morning(06-09),Report of neighbours noise in Z09 during morning(06-09). (Synthetic; no personal data),under_review
REP00487,Z07,2025-10-07T01:59:00Z,neighbours,evening(17-22),Report of neighbours noise in Z07 during evening(17-22). (Synthetic; no personal data),invalid
REP00488,Z07,2025-10-07T02:16:00Z,construction,night(00-06),Report of construction noise in Z07 during night(00-06). (Synthetic; no personal data),duplicate
REP00489,Z08,2025-10-07T02:33:00Z,music,day(09-17),Report of music noise in Z08 during day(09-17). (Synthetic; no personal data),valid
REP00490,Z09,2025-10-07T02:50:00Z,music,evening(17-22),Report of music noise in Z09 during evening(17-22). (Synthetic; no personal data),under_review
REP00491,Z07,2025-10-07T03:07:00Z,other,night(00-06),Report of other noise in Z07 during night(00-06). (Synthetic; no personal data),duplicate
REP00492,Z04,2025-10-07T03:24:00Z,machinery,night(00-06),Report of machinery noise in Z04 during night(00-06). (Synthetic; no personal data),valid
REP00493,Z09,2025-10-07T03:41:00Z,construction,evening(17-22),Report of construction noise in Z09 during evening(17-22). (Synthetic; no personal data),under_review
REP00494,Z05,2025-10-07T03:58:00Z,music,morning(06-09),Report of music noise in Z05 during morning(06-09). (Synthetic; no personal data),invalid
REP00495,Z08,2025-10-07T04:15:00Z,traffic,morning(06-09),Report of traffic noise in Z08 during morning(06-09). (Synthetic; no personal data),under_review
REP00496,Z11,2025-10-07T04:32:00Z,neighbours,late(22-24),Report of neighbours noise in Z11 during late(22-24). (Synthetic; no personal data),valid
REP00497,Z07,2025-10-07T04:49:00Z,construction,evening(17-22),Report of construction noise in Z07 during evening(17-22). (Synthetic; no personal data),under_review
REP00498,Z08,2025-10-07T05:06:00Z,machinery,morning(06-09),Report of machinery noise in Z08 during morning(06-09). (Synthetic; no personal data),duplicate
REP00499,Z11,2025-10-07T05:23:00Z,neighbours,day(09-17),Report of neighbours noise in Z11 during day(09-17). (Synthetic; no personal data),under_review
REP00500,Z05,2025-10-07T05:40:00Z,other,late(22-24),Report of other noise in Z05 during late(22-24). (Synthetic; no personal data),invalid
REP00501,Z07,2025-10-07T05:57:00Z,neighbours,morning(06-09),Report of neighbours noise in Z07 during morning(06-09). (Synthetic; no personal data),valid
REP00502,Z12,2025-10-07T06:14:00Z,traffic,morning(06-09),Report of traffic noise in Z12 during morning(06-09). (Synthetic; no personal data),under_review
REP00503,Z08,2025-10-07T06:31:00Z,traffic,evening(17-22),Report of traffic noise in Z08 during evening(17-22). (Synthetic; no personal data),under_review
REP00504,Z01,2025-10-07T06:48:00Z,other,late(22-24),Report of other noise in Z01 during late(22-24). (Synthetic; no personal data),under_review
REP00505,Z08,2025-10-07T07:05:00Z,neighbours,morning(06-09),Report of neighbours noise in Z08 during morning(06-09). (Synthetic; no personal data),invalid
REP00506,Z01,2025-10-07T07:22:00Z,music,evening(17-22),Report of music noise in Z01 during evening(17-22). (Synthetic; no personal data),duplicate
REP00507,Z05,2025-10-07T07:39:00Z,music,night(00-06),Report of music noise in Z05 during night(00-06). (Synthetic; no personal data),duplicate
REP00508,Z02,2025-10-07T07:56:00Z,traffic,evening(17-22),Report of traffic noise in Z02 during evening(17-22). (Synthetic; no personal data),under_review
REP00509,Z08,2025-10-07T08:13:00Z,other,morning(06-09),Report of other noise in Z08 during morning(06-09). (Synthetic; no personal data),under_review
REP00510,Z05,2025-10-07T08:30:00Z,other,day(09-17),Report of other noise in Z05 during day(09-17). (Synthetic; no personal data),invalid
REP00511,Z10,2025-10-07T08:47:00Z,traffic,evening(17-22),Report of traffic noise in Z10 during evening(17-22). (Synthetic; no personal data),invalid
REP00512,Z04,2025-10-07T09:04:00Z,music,evening(17-22),Report of music noise in Z04 during evening(17-22). (Synthetic; no personal data),under_review
REP00513,Z09,2025-10-07T09:21:00Z,music,evening(17-22),Report of music noise in Z09 during evening(17-22). (Synthetic; no personal data),invalid
REP00514,Z02,2025-10-07T09:38:00Z,other,night(00-06),Report of other noise in Z02 during night(00-06). (Synthetic; no personal data),valid
REP00515,Z03,2025-10-07T09:55:00Z,other,night(00-06),Report of other noise in Z03 during night(00-06). (Synthetic; no personal data),under_review
REP00516,Z12,2025-10-07T10:12:00Z,construction,morning(06-09),Report of construction noise in Z12 during morning(06-09). (Synthetic; no personal data),valid
REP00517,Z10,2025-10-07T10:29:00Z,other,night(00-06),Report of other noise in Z10 during night(00-06). (Synthetic; no personal data),under_review
REP00518,Z03,2025-10-07T10:46:00Z,machinery,day(09-17),Report of machinery noise in Z03 during day(09-17). (Synthetic; no personal data),valid
REP00519,Z04,2025-10-07T11:03:00Z,music,morning(06-09),Report of music noise in Z04 during morning(06-09). (Synthetic; no personal data),valid
REP00520,Z12,2025-10-07T11:20:00Z,machinery,late(22-24),Report of machinery noise in Z12 during late(22-24). (Synthetic; no personal data),under_review
REP00521,Z05,2025-10-07T11:37:00Z,other,night(00-06),Report of other noise in Z05 during night(00-06). (Synthetic; no personal data),valid
REP00522,Z11,2025-10-07T11:54:00Z,neighbours,day(09-17),Report of neighbours noise in Z11 during day(09-17). (Synthetic; no personal data),valid
REP00523,Z12,2025-10-07T12:11:00Z,music,day(09-17),Report of music noise in Z12 during day(09-17). (Synthetic; no personal data),duplicate
REP00524,Z11,2025-10-07T12:28:00Z,traffic,morning(06-09),Report of traffic noise in Z11 during morning(06-09). (Synthetic; no personal data),under_review
REP00525,Z04,2025-10-07T12:45:00Z,construction,late(22-24),Report of construction noise in Z04 during late(22-24). (Synthetic; no personal data),under_review
REP00526,Z08,2025-10-07T13:02:00Z,traffic,day(09-17),Report of traffic noise in Z08 during day(09-17). (Synthetic; no personal data),duplicate
REP00527,Z03,2025-10-07T13:19:00Z,construction,evening(17-22),Report of construction noise in Z03 during evening(17-22). (Synthetic; no personal data),valid
REP00528,Z07,2025-10-07T13:36:00Z,music,morning(06-09),Report of music noise in Z07 during morning(06-09). (Synthetic; no personal data),duplicate
REP00529,Z07,2025-10-07T13:53:00Z,traffic,late(22-24),Report of traffic noise in Z07 during late(22-24). (Synthetic; no personal data),duplicate
REP00530,Z05,2025-10-07T14:10:00Z,construction,evening(17-22),Report of construction noise in Z05 during evening(17-22). (Synthetic; no personal data),valid
REP00531,Z06,2025-10-07T14:27:00Z,traffic,day(09-17),Report of traffic noise in Z06 during day(09-17). (Synthetic; no personal data),duplicate
REP00532,Z12,2025-10-07T14:44:00Z,construction,late(22-24),Report of construction noise in Z12 during late(22-24). (Synthetic; no personal data),under_review
REP00533,Z04,2025-10-07T15:01:00Z,other,morning(06-09),Report of other noise in Z04 during morning(06-09). (Synthetic; no personal data),valid
REP00534,Z02,2025-10-07T15:18:00Z,machinery,night(00-06),Report of machinery noise in Z02 during night(00-06). (Synthetic; no personal data),invalid
REP00535,Z03,2025-10-07T15:35:00Z,construction,late(22-24),Report of construction noise in Z03 during late(22-24). (Synthetic; no personal data),invalid
REP00536,Z06,2025-10-07T15:52:00Z,neighbours,late(22-24),Report of neighbours noise in Z06 during late(22-24). (Synthetic; no personal data),under_review
REP00537,Z07,2025-10-07T16:09:00Z,music,morning(06-09),Report of music noise in Z07 during morning(06-09). (Synthetic; no personal data),under_review
REP00538,Z06,2025-10-07T16:26:00Z,construction,late(22-24),Report of construction noise in Z06 during late(22-24). (Synthetic; no personal data),under_review
REP00539,Z08,2025-10-07T16:43:00Z,other,evening(17-22),Report of other noise in Z08 during evening(17-22). (Synthetic; no personal data),duplicate
REP00540,Z04,2025-10-07T17:00:00Z,construction,late(22-24),Report of construction noise in Z04 during late(22-24). (Synthetic; no personal data),duplicate
REP00541,Z02,2025-10-07T17:17:00Z,traffic,day(09-17),Report of traffic noise in Z02 during day(09-17). (Synthetic; no personal data),valid
REP00542,Z05,2025-10-07T17:34:00Z,neighbours,morning(06-09),Report of neighbours noise in Z05 during morning(06-09). (Synthetic; no personal data),invalid
REP00543,Z10,2025-10-07T17:51:00Z,other,morning(06-09),Report of other noise in Z10 during morning(06-09). (Synthetic; no personal data),under_review
REP00544,Z08,2025-10-07T18:08:00Z,other,evening(17-22),Report of other noise in Z08 during evening(17-22). (Synthetic; no personal data),under_review
REP00545,Z12,2025-10-07T18:25:00Z,music,day(09-17),Report of music noise in Z12 during day(09-17). (Synthetic; no personal data),invalid
REP00546,Z03,2025-10-07T18:42:00Z,music,evening(17-22),Report of music noise in Z03 during evening(17-22). (Synthetic; no personal data),under_review
REP00547,Z11,2025-10-07T18:59:00Z,traffic,day(09-17),Report of traffic noise in Z11 during day(09-17). (Synthetic; no personal data),under_review
REP00548,Z08,2025-10-07T19:16:00Z,traffic,evening(17-22),Report of traffic noise in Z08 during evening(17-22). (Synthetic; no personal data),under_review
REP00549,Z05,2025-10-07T19:33:00Z,music,morning(06-09),Report of music noise in Z05 during morning(06-09). (Synthetic; no personal data),duplicate
REP00550,Z09,2025-10-07T19:50:00Z,neighbours,day(09-17),Report of neighbours noise in Z09 during day(09-17). (Synthetic; no personal data),duplicate
REP00551,Z06,2025-10-07T20:07:00Z,machinery,day(09-17),Report of machinery noise in Z06 during day(09-17). (Synthetic; no personal data),under_review
REP00552,Z10,2025-10-07T20:24:00Z,neighbours,late(22-24),Report of neighbours noise in Z10 during late(22-24). (Synthetic; no personal data),under_review
REP00553,Z03,2025-10-07T20:41:00Z,music,day(09-17),Report of music noise in Z03 during day(09-17). (Synthetic; no personal data),invalid
REP00554,Z03,2025-10-07T20:58:00Z,machinery,morning(06-09),Report of machinery noise in Z03 during morning(06-09). (Synthetic; no personal data),under_review
REP00555,Z01,2025-10-07T21:15:00Z,music,day(09-17),Report of music noise in Z01 during day(09-17). (Synthetic; no personal data),valid
REP00556,Z08,2025-10-07T21:32:00Z,other,night(00-06),Report of other noise in Z08 during night(00-06). (Synthetic; no personal data),duplicate
REP00557,Z03,2025-10-07T21:49:00Z,traffic,morning(06-09),Report of traffic noise in Z03 during morning(06-09). (Synthetic; no personal data),valid
REP00558,Z12,2025-10-07T22:06:00Z,traffic,evening(17-22),Report of traffic noise in Z12 during evening(17-22). (Synthetic; no personal data),valid
REP00559,Z01,2025-10-07T22:23:00Z,construction,evening(17-22),Report of construction noise in Z01 during evening(17-22). (Synthetic; no personal data),under_review
REP00560,Z11,2025-10-07T22:40:00Z,music,late(22-24),Report of music noise in Z11 during late(22-24). (Synthetic; no personal data),invalid
REP00561,Z02,2025-10-07T22:57:00Z,music,day(09-17),Report of music noise in Z02 during day(09-17). (Synthetic; no personal data),valid
REP00562,Z10,2025-10-07T23:14:00Z,other,late(22-24),Report of other noise in Z10 during late(22-24). (Synthetic; no personal data),under_review
REP00563,Z02,2025-10-07T23:31:00Z,neighbours,day(09-17),Report of neighbours noise in Z02 during day(09-17). (Synthetic; no personal data),under_review
REP00564,Z11,2025-10-07T23:48:00Z,other,day(09-17),Report of other noise in Z11 during day(09-17). (Synthetic; no personal data),under_review
REP00565,Z03,2025-10-08T00:05:00Z,machinery,day(09-17),Report of machinery noise in Z03 during day(09-17). (Synthetic; no personal data),invalid
REP00566,Z12,2025-10-08T00:22:00Z,machinery,late(22-24),Report of machinery noise in Z12 during late(22-24). (Synthetic; no personal data),under_review
REP00567,Z02,2025-10-08T00:39:00Z,music,morning(06-09),Report of music noise in Z02 during morning(06-09). (Synthetic; no personal data),invalid
REP00568,Z08,2025-10-08T00:56:00Z,other,day(09-17),Report of other noise in Z08 during day(09-17). (Synthetic; no personal data),valid
REP00569,Z05,2025-10-08T01:13:00Z,other,morning(06-09),Report of other noise in Z05 during morning(06-09). (Synthetic; no personal data),duplicate
REP00570,Z07,2025-10-08T01:30:00Z,music,day(09-17),Report of music noise in Z07 during day(09-17). (Synthetic; no personal data),valid
REP00571,Z07,2025-10-08T01:47:00Z,construction,evening(17-22),Report of construction noise in Z07 during evening(17-22). (Synthetic; no personal data),under_review
REP00572,Z04,2025-10-08T02:04:00Z,neighbours,night(00-06),Report of neighbours noise in Z04 during night(00-06). (Synthetic; no personal data),under_review
REP00573,Z07,2025-10-08T02:21:00Z,machinery,day(09-17),Report of machinery noise in Z07 during day(09-17). (Synthetic; no personal data),valid
REP00574,Z03,2025-10-08T02:38:00Z,other,late(22-24),Report of other noise in Z03 during late(22-24). (Synthetic; no personal data),valid
REP00575,Z03,2025-10-08T02:55:00Z,other,morning(06-09),Report of other noise in Z03 during morning(06-09). (Synthetic; no personal data),under_review
REP00576,Z06,2025-10-08T03:12:00Z,neighbours,evening(17-22),Report of neighbours noise in Z06 during evening(17-22). (Synthetic; no personal data),under_review
REP00577,Z03,2025-10-08T03:29:00Z,construction,morning(06-09),Report of construction noise in Z03 during morning(06-09). (Synthetic; no personal data),under_review
REP00578,Z08,2025-10-08T03:46:00Z,machinery,late(22-24),Report of machinery noise in Z08 during late(22-24). (Synthetic; no personal data),under_review
REP00579,Z02,2025-10-08T04:03:00Z,construction,late(22-24),Report of construction noise in Z02 during late(22-24). (Synthetic; no personal data),under_review
REP00580,Z05,2025-10-08T04:20:00Z,traffic,day(09-17),Report of traffic noise in Z05 during day(09-17). (Synthetic; no personal data),under_review
REP00581,Z04,2025-10-08T04:37:00Z,machinery,morning(06-09),Report of machinery noise in Z04 during morning(06-09). (Synthetic; no personal data),valid
REP00582,Z03,2025-10-08T04:54:00Z,other,day(09-17),Report of other noise in Z03 during day(09-17). (Synthetic; no personal data),under_review
REP00583,Z10,2025-10-08T05:11:00Z,machinery,late(22-24),Report of machinery noise in Z10 during late(22-24). (Synthetic; no personal data),under_review
REP00584,Z01,2025-10-08T05:28:00Z,traffic,night(00-06),Report of traffic noise in Z01 during night(00-06). (Synthetic; no personal data),under_review
REP00585,Z05,2025-10-08T05:45:00Z,construction,late(22-24),Report of construction noise in Z05 during late(22-24). (Synthetic; no personal data),duplicate
REP00586,Z12,2025-10-08T06:02:00Z,other,evening(17-22),Report of other noise in Z12 during evening(17-22). (Synthetic; no personal data),invalid
REP00587,Z02,2025-10-08T06:19:00Z,neighbours,late(22-24),Report of neighbours noise in Z02 during late(22-24). (Synthetic; no personal data),under_review
REP00588,Z01,2025-10-08T06:36:00Z,other,evening(17-22),Report of other noise in Z01 during evening(17-22). (Synthetic; no personal data),under_review
REP00589,Z07,2025-10-08T06:53:00Z,machinery,evening(17-22),Report of machinery noise in Z07 during evening(17-22). (Synthetic; no personal data),under_review
REP00590,Z03,2025-10-08T07:10:00Z,machinery,late(22-24),Report of machinery noise in Z03 during late(22-24). (Synthetic; no personal data),under_review
REP00591,Z07,2025-10-08T07:27:00Z,traffic,evening(17-22),Report of traffic noise in Z07 during evening(17-22). (Synthetic; no personal data),under_review
REP00592,Z03,2025-10-08T07:44:00Z,machinery,night(00-06),Report of machinery noise in Z03 during night(00-06). (Synthetic; no personal data),under_review
REP00593,Z07,2025-10-08T08:01:00Z,machinery,morning(06-09),Report of machinery noise in Z07 during morning(06-09). (Synthetic; no personal data),invalid
REP00594,Z12,2025-10-08T08:18:00Z,construction,evening(17-22),Report of construction noise in Z12 during evening(17-22). (Synthetic; no personal data),under_review
REP00595,Z10,2025-10-08T08:35:00Z,neighbours,morning(06-09),Report of neighbours noise in Z10 during morning(06-09). (Synthetic; no personal data),under_review
REP00596,Z03,2025-10-08T08:52:00Z,traffic,morning(06-09),Report of traffic noise in Z03 during morning(06-09). (Synthetic; no personal data),under_review
REP00597,Z07,2025-10-08T09:09:00Z,music,night(00-06),Report of music noise in Z07 during night(00-06). (Synthetic; no personal data),duplicate
REP00598,Z06,2025-10-08T09:26:00Z,other,night(00-06),Report of other noise in Z06 during night(00-06). (Synthetic; no personal data),under_review
REP00599,Z03,2025-10-08T09:43:00Z,traffic,late(22-24),Report of traffic noise in Z03 during late(22-24). (Synthetic; no personal data),duplicate
REP00600,Z10,2025-10-08T10:00:00Z,machinery,evening(17-22),Report of machinery noise in Z10 during evening(17-22). (Synthetic; no personal data),under_review
